season,week,play_id,game_id,drive,posteam,defteam,home_team,home_team_score,away_team,away_team_score,score_differential,quarter,drive_start_time,play_type,play_desc,down,yds_to_go,pass_yards_gained,rush_yards_gained,drive_end_time,field_side,yard_line,pass,rush,punt,punt_return,punt_muffed,kickoff_play,incompletion,completion,touchdown_play,passing_touchdown,rushing_touchdown,receiving_touchdown,field_goal,field_goal_made,field_goal_missed,fumble,fumble_forced,punt_return_td,kickoff_return_td,kickoff_touchback,punt_downed,penalty,penalty_declined,penalty_accepted,no_play,extra_point_attempt,extra_point_made,extra_point_missed,first_down,first_down_pass,first_down_rush,third_down_failed,third_down_converted,fourth_down_attempt,fourth_down_failed,fourth_down_converted,sack,interception,kickoff_fair_catch,kickoff_out_of_bounds,kickoff_return,punt_fair_catch,punt_out_of_bound,punt_touchback,punt_blocked,field_goal_blocked,extra_point_blocked,shotgun,no_huddle,change_of_poss,turnover_downs,end_of_half,first_by_penalty,first_by_yards,pass_attempt,pass_breakup,interception_return_touchdown,fumble_return_touchdown,safety,field_goal_return_touchdown,qb_hurry,rush_attempt,timeout,qb_kneel,fumble_return,qb_spike,two_point_attempt,two_point_success,two_point_failed,completion_player_name,reception_player_name,passer_player_name,targeted_player_name,sack_taken_player_name,rusher_player_name,punter_player_name,punt_returner_player_name,kickoff_player_name,kickoff_returner_player_name,field_goal_player_name,penalty_play_text,extra_point_player_name,sack_player_name,sack_player_name_2,solo_sack_player_name,half_sack_player_name_1,half_sack_player_name_2,interception_thrown_player_name,interception_player_name,pass_breakup_player_name,qb_hurry_player_name,qb_hurry_player_name_2,tackle_player_name,tackle_player_name_2,solo_tackle_player_name,assissted_tackle_player_name,assissted_tackle_player_name_2,fumble_player_name,fumble_recovered_player_name,fumble_recovered_team,timeout_team,punt_block_player_name,punt_block_recovered_player_name,punt_block_recovered_team,field_goal_block_player_name,field_goal_block_recovered_player_name,field_goal_block_recovered_team,field_goal_returner_player_name,touchdown_player_name,completion_yds,reception_yds,rushing_yds,field_goal_yds,punt_yds,punt_returner_yds,kickoff_yds,kickoff_returner_yds,sack_yds,penalty_yds,fumble_return_yds,game_half,pass_direction,pass_depth,run_direction,target,drive_start_quarter,drive_start,ball_on,drive_end_quarter,drive_end,end_on,drive_number_plays,drive_yds,time_of_possession,redzone,success,stuffed_run,position_passer_player,position_completion_player,position_incompletion_player,position_sack_taken_player,position_interception_thrown_player,position_reception_player,position_targeted_player,position_rusher_player,position_touchdown_player,position_solo_sack_player,position_half_sack_player,position_half_sack_player_name,position_interception_player,position_pass_breakup_player
2024,2,155,DSU_MST_2024,20,Missouri S&T,Delta St.,DSU,48,MST,18,30,4,12:28,rush,"Harris,AJ rush middle for 5 yards gain to the DSU32 (Hudson,JJ).",2,6,NA,5,09:30,DSU,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,AJ Harris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JJ Hudson,NA,JJ Hudson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,middle,0,4,kickoff,MST39,4,turnover_on_downs,DSU38,8,23,02:58,0,1,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,2,156,DSU_MST_2024,20,Missouri S&T,Delta St.,DSU,48,MST,18,30,4,12:28,rush,"Harris,AJ rush middle for 0 yards to the DSU32 (King,Michael).",3,1,NA,0,09:30,DSU,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,AJ Harris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michael King,NA,Michael King,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,middle,0,4,kickoff,MST39,4,turnover_on_downs,DSU38,8,23,02:58,0,0,1,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,2,157,DSU_MST_2024,20,Missouri S&T,Delta St.,DSU,48,MST,18,30,4,12:28,rush,"Harris,AJ rush middle for 6 yards loss to the DSU38 fumbled by Harris,AJ at DSU32 forced by Martin,Mario recovered by MST Robinson,Alton at DSU38, End Of Play, TURNOVER ON DOWNS.",4,1,NA,-6,09:30,DSU,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,AJ Harris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AJ Harris,Alton Robinson,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,middle,0,4,kickoff,MST39,4,turnover_on_downs,DSU38,8,23,02:58,0,0,1,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,2,158,DSU_MST_2024,21,Delta St.,Missouri S&T,DSU,55,MST,18,37,4,09:30,rush,"No Huddle-Shotgun Smith,Kelvin rush left for 36 yards gain to the MST26 (Webster,Peyton), 1ST DOWN.",1,10,NA,36,04:52,DSU,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Kelvin Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peyton Webster,NA,Peyton Webster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,left,0,4,turnover_on_downs,DSU38,4,touchdown,,4,62,04:38,1,1,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,2,159,DSU_MST_2024,21,Delta St.,Missouri S&T,DSU,55,MST,18,37,4,09:30,rush,"No Huddle-Shotgun Hoffman,Tamaj rush middle for 10 yards gain to the MST16 (Prenger,Carson; Shafe,Kian), 1ST DOWN.",1,10,NA,10,04:52,MST,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Tamaj Hoffman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carson Prenger,Kian Shafe,NA,Carson Prenger,Kian Shafe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,middle,0,4,turnover_on_downs,DSU38,4,touchdown,,4,62,04:38,1,1,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,2,160,DSU_MST_2024,21,Delta St.,Missouri S&T,DSU,55,MST,18,37,4,09:30,pass,"No Huddle-Shotgun Lange,Jake pass complete short middle to Lemay,Neno caught at MST17, for 0 yards to the MST16 (Sturgell,Cameron).",1,10,0,NA,04:52,MST,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Jake Lange,Neno Lemay,Jake Lange,Neno Lemay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cameron Sturgell,NA,Cameron Sturgell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2nd,middle,short,NA,1,4,turnover_on_downs,DSU38,4,touchdown,,4,62,04:38,1,0,0,QB,QB,NA,NA,NA,WR,WR,NA,NA,NA,NA,NA,NA,NA
2024,2,161,DSU_MST_2024,21,Delta St.,Missouri S&T,DSU,55,MST,18,37,4,09:30,pass,"No Huddle-Shotgun Lange,Jake pass complete short left to Coullard,Carter caught at MST10, for 16 yards to the MST00 TOUCHDOWN, clock 04:52, 1ST DOWN.",2,10,16,NA,04:52,MST,16,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Jake Lange,Carter Coullard,Jake Lange,Carter Coullard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carter Coullard,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2nd,left,short,NA,1,4,turnover_on_downs,DSU38,4,touchdown,,4,62,04:38,1,1,0,QB,QB,NA,NA,NA,TE,TE,NA,TE,NA,NA,NA,NA,NA
2024,2,162,DSU_MST_2024,21,Delta St.,Missouri S&T,DSU,55,MST,18,37,4,09:30,extra_point,"Herber,Nick kick attempt good (H: Burleson,Parker, LS: Cannon,Wade).",1,10,NA,NA,04:52,MST,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nick Herber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,NA,0,4,turnover_on_downs,DSU38,4,touchdown,,4,62,04:38,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,2,163,DSU_MST_2024,NA,NA,NA,DSU,NA,MST,NA,NA,NA,04:52,kickoff,"Guidry,Wyatt kickoff 54 yards to the MST11 fair catch by Niboh,Gideon at MST11.",1,10,NA,NA,NA,DSU,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wyatt Guidry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,2nd,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,2,164,DSU_MST_2024,22,Missouri S&T,Delta St.,DSU,55,MST,18,37,4,04:52,rush,"Hershberger,Gage rush middle for 5 yards gain to the MST30 (Washington,Antoine).",1,10,NA,5,02:17,MST,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Gage Hershberger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antoine Washington,NA,Antoine Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,middle,0,4,kickoff,MST25,4,punt,MST30,3,5,02:35,0,1,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,2,165,DSU_MST_2024,22,Missouri S&T,Delta St.,DSU,55,MST,18,37,4,04:52,rush,"Shotgun Hershberger,Gage rush middle for 0 yards to the MST30 (Phillips,Joshua).",2,5,NA,0,02:17,MST,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Gage Hershberger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joshua Phillips,NA,Joshua Phillips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,middle,0,4,kickoff,MST25,4,punt,MST30,3,5,02:35,0,0,1,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,2,166,DSU_MST_2024,22,Missouri S&T,Delta St.,DSU,55,MST,18,37,4,04:52,pass,"Shotgun Havens,Austin pass incomplete short to Niboh,Gideon thrown to MST36.",3,5,NA,NA,02:17,MST,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Austin Havens,Gideon Niboh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,short,NA,1,4,kickoff,MST25,4,punt,MST30,3,5,02:35,0,0,0,QB,NA,QB,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA
2024,2,167,DSU_MST_2024,22,Missouri S&T,Delta St.,DSU,55,MST,18,37,4,04:52,punt,"Jacobson,Logan punt 38 yards to the DSU32 fair catch by Doss,Taylon at DSU32.",4,5,NA,NA,02:17,MST,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Logan Jacobson,Taylon Doss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,2nd,NA,NA,NA,0,4,kickoff,MST25,4,punt,MST30,3,5,02:35,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,2,168,DSU_MST_2024,23,Delta St.,Missouri S&T,DSU,55,MST,18,37,4,02:17,rush,"No Huddle-Shotgun Palmer,Marlon rush middle for 4 yards gain to the DSU36 (Fortune,Patrick).",1,10,NA,4,00:00,DSU,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Marlon Palmer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrick Fortune,NA,Patrick Fortune,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,middle,0,4,punt,DSU32,4,NA,MST38,7,30,02:17,0,0,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,2,169,DSU_MST_2024,23,Delta St.,Missouri S&T,DSU,55,MST,18,37,4,02:17,rush,"No Huddle-Shotgun Palmer,Marlon rush middle for 2 yards gain to the DSU38 (Rasmussen,John).",2,6,NA,2,00:00,DSU,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Marlon Palmer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John Rasmussen,NA,John Rasmussen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,middle,0,4,punt,DSU32,4,NA,MST38,7,30,02:17,0,0,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,2,170,DSU_MST_2024,23,Delta St.,Missouri S&T,DSU,55,MST,18,37,4,02:17,no_play,"Timeout Other, clock 02:00.",3,4,NA,NA,00:00,DSU,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,NA,0,4,punt,DSU32,4,NA,MST38,7,30,02:17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,2,171,DSU_MST_2024,23,Delta St.,Missouri S&T,DSU,55,MST,18,37,4,02:17,rush,"No Huddle-Shotgun Palmer,Marlon rush middle for 6 yards gain to the DSU44 (Prenger,Carson), 1ST DOWN.",3,4,NA,6,00:00,DSU,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Marlon Palmer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carson Prenger,NA,Carson Prenger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,middle,0,4,punt,DSU32,4,NA,MST38,7,30,02:17,0,0,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,2,172,DSU_MST_2024,23,Delta St.,Missouri S&T,DSU,55,MST,18,37,4,02:17,rush,"No Huddle-Shotgun Palmer,Marlon rush middle for 5 yards gain to the DSU49 (Rasmussen,John).",1,10,NA,5,00:00,DSU,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Marlon Palmer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John Rasmussen,NA,John Rasmussen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,middle,0,4,punt,DSU32,4,NA,MST38,7,30,02:17,0,1,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,2,173,DSU_MST_2024,23,Delta St.,Missouri S&T,DSU,55,MST,18,37,4,02:17,rush,"No Huddle-Shotgun Clark,Nick rush middle for 8 yards gain to the MST43 (Preston,Cale), 1ST DOWN.",2,5,NA,8,00:00,DSU,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Nick Clark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cale Preston,NA,Cale Preston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,middle,0,4,punt,DSU32,4,NA,MST38,7,30,02:17,0,1,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,2,174,DSU_MST_2024,23,Delta St.,Missouri S&T,DSU,55,MST,18,37,4,02:17,rush,"No Huddle-Shotgun Clark,Nick rush middle for 6 yards gain to the MST37 (Smith,James-William).",1,10,NA,6,00:00,MST,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Nick Clark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,James-William Smith,NA,James-William Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,middle,0,4,punt,DSU32,4,NA,MST38,7,30,02:17,0,1,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,2,175,DSU_MST_2024,23,Delta St.,Missouri S&T,DSU,55,MST,18,37,4,02:17,rush,"No Huddle-Shotgun Clark,Nick rush middle for 1 yard loss to the MST38 (Rasmussen,John).",2,4,NA,-1,00:00,MST,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Nick Clark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John Rasmussen,NA,John Rasmussen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,2nd,NA,NA,middle,0,4,punt,DSU32,4,NA,MST38,7,30,02:17,0,0,1,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,3,1,ERS_ECS_2024,NA,NA,NA,ERS,NA,ECS,NA,NA,NA,15:00,kickoff,"Satterfield,Darius kickoff 0 yards to the ECS35, out of bounds at ECS35.",1,10,NA,NA,NA,ECS,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Darius Satterfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2nd,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,3,2,ERS_ECS_2024,1,Erskine,Elizabeth City St.,ERS,0,ECS,0,0,1,15:00,rush,"No Huddle-Shotgun Luckey,Rashad rush middle for 4 yards gain to the ERS39 (Smith,Demorian).",1,10,NA,4,12:26,ERS,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Rashad Luckey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Demorian Smith,NA,Demorian Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1st,NA,NA,middle,0,1,kickoff,ERS35,1,punt,ERS42,3,7,02:34,0,0,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,3,3,ERS_ECS_2024,1,Erskine,Elizabeth City St.,ERS,0,ECS,0,0,1,15:00,no_play,"PENALTY ERS False Start (Dorsey,Rodshaun) 5 yards from ERS39 to ERS34. NO PLAY.",2,6,NA,NA,12:26,ERS,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PENALTY ERS False Start (Dorsey,Rodshaun) 5 yards from ERS39 to ERS34. NO PLAY.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1st,NA,NA,NA,0,1,kickoff,ERS35,1,punt,ERS42,3,7,02:34,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
