season,week,play_id,game_id,drive,posteam,defteam,home_team,home_team_score,away_team,away_team_score,score_differential,quarter,drive_start_time,play_type,play_desc,down,yds_to_go,pass_yards_gained,rush_yards_gained,drive_end_time,field_side,yard_line,pass,rush,punt,kickoff_play,incompletion,completion,touchdown_play,passing_touchdown,rushing_touchdown,receiving_touchdown,field_goal,field_goal_made,fumble,fumble_forced,punt_return_td,kickoff_return_td,kickoff_touchback,punt_downed,penalty,penalty_declined,penalty_accepted,no_play,extra_point_attempt,extra_point_made,extra_point_missed,first_down,first_down_pass,first_down_rush,third_down_failed,third_down_converted,fourth_down_attempt,fourth_down_failed,fourth_down_converted,sack,interception,kickoff_fair_catch,kickoff_out_of_bounds,kickoff_return,punt_fair_catch,punt_out_of_bound,punt_touchback,punt_blocked,punt_return,field_goal_blocked,extra_point_blocked,shotgun,no_huddle,change_of_poss,turnover_downs,end_of_half,first_by_penalty,first_by_yards,pass_attempt,pass_breakup,interception_return_touchdown,fumble_return_touchdown,safety,field_goal_return_touchdown,qb_hurry,rush_attempt,timeout,qb_kneel,completion_player_name,reception_player_name,passer_player_name,targeted_player_name,sack_taken_player_name,rusher_player_name,punter_player_name,punt_returner_player_name,kickoff_player_name,kickoff_returner_player_name,field_goal_player_name,penalty_play_text,extra_point_player_name,sack_player_name,sack_player_name_2,solo_sack_player_name,half_sack_player_name_1,half_sack_player_name_2,interception_thrown_player_name,interception_player_name,pass_breakup_player_name,qb_hurry_player_name,tackle_player_name,tackle_player_name_2,solo_tackle_player_name,assissted_tackle_player_name,assissted_tackle_player_name_2,fumble_recovered_player_name,timeout_team,punt_block_player_name,field_goal_block_player_name,field_goal_returner_player_name,touchdown_player_name,completion_yds,reception_yds,rushing_yds,field_goal_yds,punt_yds,punt_returner_yds,kickoff_yds,kickoff_returner_yds,sack_yds,penalty_yds,drive_length,drive_number_plays,drive_yds,touchdown_player,game_half,drive_start_quarter,drive_start,ball_on,drive_end_quarter,drive_end,end_on,time_of_possession,redzone,success,def_success,stuffed_run,position_passer_player,position_completion_player,position_incompletion_player,position_sack_taken_player,position_interception_thrown_player,position_reception_player,position_targeted_player,position_rusher_player,position_touchdown_player,position_solo_sack_player,position_half_sack_player,position_half_sack_player_name,position_interception_player,position_pass_breakup_player
2024,1,24,MHU_DSU_2024,3,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,10:28,no_play,"Timeout Other, clock 06:42.",4,10,NA,NA,6:33,DSU,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03:55,8,38,NA,1st,1,interception,MHU34,1,interception,DSU28,3:55,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,25,MHU_DSU_2024,3,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,10:28,pass,"Shotgun Martin,JR pass intercepted by McFarland,Jarius at DSU11 McFarland,Jarius return 14 yards to the DSU25, out of bounds at DSU25.",4,10,NA,NA,6:33,DSU,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,JR Martin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JR Martin,Jarius McFarland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03:55,8,38,NA,1st,1,interception,MHU34,1,interception,DSU28,3:55,0,0,0,0,QB,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,DB,NA
2024,1,26,MHU_DSU_2024,3,Delta St.,Mars Hill,MHU,0,DSU,0,0,1,10:28,rush,"Shotgun Hoffman,Tamaj rush middle for 0 yards to the DSU25 (Morrison,Sakarri; Barnett,Russell).",1,10,NA,0,6:33,DSU,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,Tamaj Hoffman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sakarri Morrison,Russell Barnett,NA,Sakarri Morrison,Russell Barnett,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,03:55,8,38,NA,1st,1,interception,MHU34,1,interception,DSU28,3:55,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,1,27,MHU_DSU_2024,4,Delta St.,Mars Hill,MHU,0,DSU,0,0,1,06:33,pass,"Shotgun Kirk,Cole pass incomplete short left to Hoffman,Tamaj thrown to DSU25.",2,10,NA,NA,5:48,DSU,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,Cole Kirk,Tamaj Hoffman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00:45,3,0,NA,1st,1,interception,DSU25,1,punt,DSU25,0:45,0,0,0,0,QB,NA,QB,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA
2024,1,28,MHU_DSU_2024,4,Delta St.,Mars Hill,MHU,0,DSU,0,0,1,06:33,pass,"Shotgun Kirk,Cole pass incomplete deep middle to Green,Jaylen thrown to MHU35 QB hurried by Lewis,Boris.",3,10,NA,NA,5:48,DSU,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,Cole Kirk,Jaylen Green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boris Lewis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00:45,3,0,NA,1st,1,interception,DSU25,1,punt,DSU25,0:45,0,0,0,0,QB,NA,QB,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA
2024,1,29,MHU_DSU_2024,4,Delta St.,Mars Hill,MHU,0,DSU,0,0,1,06:33,punt,"Burleson,Parker punt 47 yards to the MHU28, TURNOVER ON DOWNS.",4,10,NA,NA,5:48,DSU,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,Parker Burleson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,00:45,3,0,NA,1st,1,interception,DSU25,1,punt,DSU25,0:45,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,30,MHU_DSU_2024,4,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,06:33,rush,"Shotgun Gullette,Jon rush left for 11 yards gain to the MHU39 (Norrie,Carter), 1ST DOWN.",1,10,NA,11,5:48,MHU,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,Jon Gullette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carter Norrie,NA,Carter Norrie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,00:45,3,0,NA,1st,1,interception,DSU25,1,punt,DSU25,0:45,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,1,31,MHU_DSU_2024,5,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,05:48,rush,"Shotgun Martin,JR rush left for 2 yards loss to the MHU37 (Taylor,Ahmir).",1,10,NA,-2,2:07,MHU,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,JR Martin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ahmir Taylor,NA,Ahmir Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,03:41,7,11,NA,1st,1,punt,MHU28,1,punt,DSU46,3:41,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA
2024,1,32,MHU_DSU_2024,5,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,05:48,rush,"Shotgun Gullette,Jon rush middle for 9 yards gain to the MHU46 (Taylor,Ahmir; Hudson,JJ).",2,12,NA,9,2:07,MHU,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,Jon Gullette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ahmir Taylor,JJ Hudson,NA,Ahmir Taylor,JJ Hudson,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,03:41,7,11,NA,1st,1,punt,MHU28,1,punt,DSU46,3:41,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,1,33,MHU_DSU_2024,5,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,05:48,rush,"Shotgun Martin,JR rush left for 3 yards gain to the MHU49 (Taylor,Ahmir; Hudson,JJ), 1ST DOWN.",3,3,NA,3,2:07,MHU,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,JR Martin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ahmir Taylor,JJ Hudson,NA,Ahmir Taylor,JJ Hudson,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,03:41,7,11,NA,1st,1,punt,MHU28,1,punt,DSU46,3:41,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA
2024,1,34,MHU_DSU_2024,5,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,05:48,pass,"Shotgun Martin,JR pass incomplete short middle to Hargro,David thrown to DSU45.",1,10,NA,NA,2:07,MHU,49,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,JR Martin,David Hargro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03:41,7,11,NA,1st,1,punt,MHU28,1,punt,DSU46,3:41,0,0,0,0,QB,NA,QB,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA
2024,1,35,MHU_DSU_2024,5,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,05:48,rush,"Shotgun Martin,JR rush right for 5 yards gain to the DSU46 (Windham,Marlon).",2,10,NA,5,2:07,MHU,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,JR Martin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marlon Windham,NA,Marlon Windham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,03:41,7,11,NA,1st,1,punt,MHU28,1,punt,DSU46,3:41,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA
2024,1,36,MHU_DSU_2024,5,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,05:48,pass,"Shotgun Martin,JR pass incomplete short right to Gullette,Jon thrown to DSU40.",3,5,NA,NA,2:07,DSU,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,JR Martin,Jon Gullette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03:41,7,11,NA,1st,1,punt,MHU28,1,punt,DSU46,3:41,0,0,0,0,QB,NA,QB,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA
2024,1,37,MHU_DSU_2024,5,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,05:48,punt,"Bridges,Hunter punt 46 yards to the DSU00, Touchback PENALTY MHU Personal Foul (Guinade,Charlie) 15 yards from DSU20 to DSU35, 1ST DOWN.",4,5,NA,NA,2:07,DSU,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,Hunter Bridges,NA,NA,NA,NA,"PENALTY MHU Personal Foul (Guinade,Charlie) 15 yards from DSU20 to DSU35, 1ST DOWN.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,15,03:41,7,11,NA,1st,1,punt,MHU28,1,punt,DSU46,3:41,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,38,MHU_DSU_2024,5,Delta St.,Mars Hill,MHU,0,DSU,0,0,1,05:48,rush,"Shotgun Smith,Kelvin rush middle for 47 yards gain to the MHU18 (Rankin,Tristan), 1ST DOWN.",1,10,NA,47,2:07,DSU,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,Kelvin Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tristan Rankin,NA,Tristan Rankin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,03:41,7,11,NA,1st,1,punt,MHU28,1,punt,DSU46,3:41,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,1,39,MHU_DSU_2024,6,Delta St.,Mars Hill,MHU,0,DSU,3,-3,1,02:07,rush,"No Huddle-Shotgun Smith,Kelvin rush middle for 3 yards gain to the MHU15 (Weaver,Isaac).",1,10,NA,3,14:55,MHU,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,Kelvin Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Isaac Weaver,NA,Isaac Weaver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,02:12,5,47,NA,1st,1,punt,DSU35,2,field_goal,MHU18,2:12,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,1,40,MHU_DSU_2024,6,Delta St.,Mars Hill,MHU,0,DSU,3,-3,1,02:07,pass,"No Huddle-Shotgun Kirk,Cole pass complete short left to Lemay,Neno caught at MHU15, for 4 yards to the MHU11 (Williams,Lovelle) PENALTY DSU Holding (Green,Jaylen) 8 yards from MHU15 to MHU23. NO PLAY.",2,7,NA,NA,14:55,MHU,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PENALTY DSU Holding (Green,Jaylen) 8 yards from MHU15 to MHU23. NO PLAY.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lovelle Williams,NA,Lovelle Williams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,02:12,5,47,NA,1st,1,punt,DSU35,2,field_goal,MHU18,2:12,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,41,MHU_DSU_2024,6,Delta St.,Mars Hill,MHU,0,DSU,3,-3,1,02:07,pass,"No Huddle-Shotgun Kirk,Cole pass incomplete deep middle to Hoffman,Tamaj thrown to MHU00.",2,15,NA,NA,14:55,MHU,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,Cole Kirk,Tamaj Hoffman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02:12,5,47,NA,1st,1,punt,DSU35,2,field_goal,MHU18,2:12,1,0,0,0,QB,NA,QB,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA
2024,1,42,MHU_DSU_2024,6,Delta St.,Mars Hill,MHU,0,DSU,3,-3,1,02:07,rush,"No Huddle-Shotgun Kirk,Cole rush middle for 5 yards gain to the MHU18 (Fitzpatrick,Dexter; Vertilus,Neil).",3,15,NA,5,14:55,MHU,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,Cole Kirk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dexter Fitzpatrick,Neil Vertilus,NA,Dexter Fitzpatrick,Neil Vertilus,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,02:12,5,47,NA,1st,1,punt,DSU35,2,field_goal,MHU18,2:12,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA
2024,1,43,MHU_DSU_2024,6,Delta St.,Mars Hill,MHU,0,DSU,3,-3,1,02:07,NA,"Start of 2nd quarter, clock 15:00.",4,10,NA,NA,14:55,MHU,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02:12,5,47,NA,1st,1,punt,DSU35,2,field_goal,MHU18,2:12,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,44,MHU_DSU_2024,6,Delta St.,Mars Hill,MHU,0,DSU,3,-3,1,02:07,field_goal,"Herber,Nick field goal attempt from 35 yards GOOD (H: Burleson,Parker, LS: Studer,Andrew), clock 14:55.",4,10,NA,NA,14:55,MHU,18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nick Herber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,02:12,5,47,NA,1st,1,punt,DSU35,2,field_goal,MHU18,2:12,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,45,MHU_DSU_2024,6,Delta St.,Mars Hill,MHU,0,DSU,3,-3,1,02:07,kickoff,"Burleson,Parker kickoff 64 yards to the MHU01 Jean-Baptiste,Izaiah return 30 yards to the MHU31 (Windham,Marlon).",1,10,NA,NA,14:55,DSU,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Parker Burleson,Izaiah Jean-Baptiste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marlon Windham,NA,Marlon Windham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,30,NA,NA,02:12,5,47,NA,1st,1,punt,DSU35,2,field_goal,MHU18,2:12,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,46,MHU_DSU_2024,7,Mars Hill,Delta St.,MHU,0,DSU,3,-3,2,14:46,rush,"Shotgun Gullette,Jon rush middle for 3 yards gain to the MHU34 (Squires,Devin).",1,10,NA,3,10:56,MHU,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,Jon Gullette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Devin Squires,NA,Devin Squires,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,03:50,8,26,NA,1st,2,kickoff,MHU31,2,punt,DSU43,3:50,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,1,47,MHU_DSU_2024,7,Mars Hill,Delta St.,MHU,0,DSU,3,-3,2,14:46,rush,"Shotgun Martin,JR rush middle for 8 yards gain to the MHU42, End Of Play, 1ST DOWN.",2,7,NA,8,10:56,MHU,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,JR Martin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,03:50,8,26,NA,1st,2,kickoff,MHU31,2,punt,DSU43,3:50,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA
2024,1,48,MHU_DSU_2024,7,Mars Hill,Delta St.,MHU,0,DSU,3,-3,2,14:46,pass,"Shotgun Martin,JR pass incomplete short right to Jean-Baptiste,Izaiah thrown to DSU40 QB hurried by Squires,Devin.",1,10,NA,NA,10:56,MHU,42,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,JR Martin,Izaiah Jean-Baptiste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Devin Squires,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03:50,8,26,NA,1st,2,kickoff,MHU31,2,punt,DSU43,3:50,0,0,0,0,QB,NA,QB,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA
2024,1,49,MHU_DSU_2024,7,Mars Hill,Delta St.,MHU,0,DSU,3,-3,2,14:46,pass,"Shotgun Martin,JR pass complete short right to Hargro,David caught at MHU45, for 4 yards to the MHU46 (Hopkins,Carl).",2,10,4,NA,10:56,MHU,42,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,JR Martin,David Hargro,JR Martin,David Hargro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carl Hopkins,NA,Carl Hopkins,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,03:50,8,26,NA,1st,2,kickoff,MHU31,2,punt,DSU43,3:50,0,0,0,0,QB,QB,NA,NA,NA,WR,WR,NA,NA,NA,NA,NA,NA,NA
